,Category
0,1
1,1
2,1
3,0
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,0
16,1
17,1
18,1
19,1
20,1
21,1
22,0
23,1
24,1
25,1
26,1
27,1
28,0
29,1
30,1
31,1
32,0
33,1
34,1
35,0
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,0
54,1
55,1
56,1
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,0
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,0
206,0
207,1
208,0
209,1
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,1
234,0
235,0
236,0
237,0
238,0
239,1
240,0
241,0
242,1
243,0
244,1
245,0
246,0
247,1
248,0
249,0
250,1
251,0
252,1
253,1
254,0
255,0
256,1
257,0
258,1
259,0
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,0
276,1
277,0
278,0
279,1
280,0
281,0
282,1
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,0
298,1
299,0
300,0
301,1
302,0
303,0
304,1
305,0
306,0
307,0
308,0
309,0
310,0
311,1
312,0
313,0
314,1
315,0
316,1
317,0
318,0
319,1
320,0
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,0
333,1
334,0
335,1
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,0
345,0
346,1
347,0
348,0
349,1
350,0
351,0
352,0
353,1
354,0
355,0
356,0
357,1
358,1
359,0
360,1
361,0
362,1
363,0
364,1
365,1
366,0
367,0
368,1
369,1
370,1
371,1
372,1
373,0
374,0
375,1
376,1
377,1
378,0
379,0
380,1
381,0
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,1
392,0
393,1
394,0
395,0
396,0
397,1
398,1
399,0
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,0
411,1
412,1
413,1
414,0
415,0
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,0
429,1
430,1
431,0
432,1
433,1
434,0
435,1
436,0
437,0
438,1
439,0
440,1
441,0
442,0
443,1
444,0
445,1
446,0
447,1
448,1
449,0
450,1
451,1
452,0
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,0
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,1
470,0
471,1
472,0
473,1
474,1
475,1
476,1
477,0
478,1
479,0
480,0
481,1
482,0
483,1
484,1
485,1
486,1
487,0
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,0
496,1
497,0
498,0
499,0
500,0
501,1
502,1
503,0
504,1
505,0
506,1
507,1
508,0
509,1
510,1
511,1
512,0
513,0
514,1
515,0
516,1
517,0
518,1
519,1
520,1
521,0
522,0
523,1
524,0
525,1
526,0
527,1
528,1
529,0
530,1
531,0
532,1
533,1
534,0
535,1
536,1
537,1
538,1
539,0
540,1
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,1
550,0
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,0
564,1
565,0
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,0
590,1
591,0
592,1
593,1
594,0
595,1
596,0
597,1
598,1
599,0
600,0
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,0
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,0
641,1
642,0
643,1
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,0
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,0
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,0
690,0
691,1
692,0
693,0
694,1
695,0
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,0
724,1
725,1
726,0
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,0
737,1
738,0
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,0
747,1
748,0
749,1
750,1
751,1
752,1
753,0
754,1
755,0
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,0
779,1
780,1
781,1
782,1
783,0
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,0
801,1
802,1
803,1
804,1
805,1
806,0
807,1
808,1
809,1
810,1
811,1
812,1
